,bench,cafe,childcare,fast_food,kindergarten,parking,restaurant,place_of_worship,school,university,garden,park,playground,pitch,surburb,postcode
613,,1.0,,1.0,,1.0,,1.0,1.0,,,3.0,,4.0,golden gully,3555
614,,,,,,,,,,,,,,,elmore,3558
615,2.0,2.0,,2.0,,15.0,,,2.0,,,2.0,1.0,2.0,bridgewater on loddon,3516
616,1.0,3.0,,8.0,1.0,55.0,9.0,3.0,9.0,,,12.0,2.0,12.0,shelbourne,3515
617,,,,1.0,,8.0,,,1.0,,,8.0,1.0,,marlo,3888
618,1.0,,,,,2.0,,,,,,4.0,1.0,,bairnsdale,3875
619,,,,,,5.0,1.0,,1.0,,,3.0,,2.0,eastwood,3875
620,,,,,,2.0,,,1.0,,,,,1.0,kalimna,3909
621,,5.0,,6.0,,29.0,7.0,2.0,3.0,,,6.0,4.0,10.0,metung,3904
622,,1.0,1.0,,,11.0,2.0,,1.0,,,2.0,6.0,6.0,swan reach,3903
623,,,,,,1.0,,1.0,,,,,,,lakes entrance,3909
624,2.0,,,4.0,,37.0,4.0,2.0,8.0,,11.0,10.0,2.0,40.0,paynesville,3880
625,,,,,,3.0,,,1.0,,,2.0,,1.0,fernbank,3864
626,,,,,,,,,1.0,,,,,2.0,benalla,3672
627,,,,,,,,,1.0,,,,,,violet town,3669
628,,,,,,,,,,,,,,,devenish,3726
629,,,,,,1.0,,1.0,,,,1.0,,4.0,baddaginnie,3670
630,,,,,,,,,,,,,,,upper lurg,3673
631,,,,1.0,,,1.0,,1.0,,,,,3.0,goorambat,3725
632,1.0,,,3.0,,7.0,,,1.0,,,,,,lima,3673
633,,,,,,,,,,,,,,,swanpool,3673
634,,,,,,,,,,,,,,5.0,winton,3673
635,3.0,,,,,2.0,,,,,,,,6.0,chesney vale,3725
636,,4.0,,1.0,1.0,5.0,,2.0,1.0,,,2.0,1.0,3.0,molyullah,3673
637,,1.0,,,,1.0,,,1.0,,1.0,,,9.0,tatong,3673
638,,,,,,,,1.0,,,,,,1.0,glenrowan,3675
639,,1.0,,5.0,1.0,40.0,3.0,1.0,7.0,,,11.0,7.0,14.0,dookie,3646
640,,,,,,6.0,,,2.0,,,,,12.0,thoona,3726
641,,,,,,,,,,,,,,2.0,echuca,3564
642,,,,,1.0,2.0,,1.0,1.0,,,16.0,,7.0,tongala,3621
643,,1.0,,3.0,,17.0,1.0,2.0,3.0,,,8.0,1.0,20.0,koyuga,3622
644,,,,,,1.0,,,1.0,,,6.0,,1.0,gunbower,3566
645,,,,,,,,,,,,,,,rochester,3561
646,,,,,,2.0,,,,,,,2.0,5.0,lockington,3563
647,,3.0,,5.0,1.0,30.0,4.0,3.0,12.0,1.0,1.0,18.0,23.0,45.0,torrumbarry,3562
648,,,,,,,,,1.0,,,,1.0,,glenthompson,3293
649,,1.0,,,,6.0,,,1.0,,,4.0,4.0,6.0,hamilton,3300
650,,,,,,,,,,,,,,1.0,branxholme,3302
651,,,,,,,,,,,,,,,coleraine,3315
652,,2.0,,,,7.0,2.0,1.0,1.0,,,2.0,1.0,9.0,caramut,3274
653,,1.0,,,,3.0,,,2.0,,,2.0,2.0,2.0,gerrigerrup,3289
654,,,,,,2.0,,,1.0,,,1.0,1.0,3.0,dunkeld,3294
655,,,,,,,1.0,,1.0,,,,1.0,1.0,penshurst,3289
656,,,,,,,,,,,,,,,cavendish,3314
657,,,,,,2.0,,,1.0,,,,,1.0,tarrington,3301
658,,,,1.0,,18.0,,,,,,,1.0,5.0,tahara bridge,3315
659,,3.0,,3.0,,11.0,6.0,3.0,,,,2.0,,3.0,macarthur,3286
660,,3.0,,1.0,,26.0,2.0,3.0,1.0,,,2.0,,4.0,peterborough,3270
661,,,,,,,,,,,,,,,port campbell,3269
662,1.0,1.0,,,,8.0,1.0,1.0,3.0,,,9.0,1.0,5.0,timboon,3268
663,,,,,,,,,,,,,,1.0,timboon west,3268
664,37.0,5.0,,5.0,3.0,72.0,3.0,9.0,8.0,1.0,1.0,27.0,8.0,49.0,cobden,3266
665,,,,,,3.0,,,1.0,,,1.0,,1.0,jancourt east,3266
666,,3.0,,,,4.0,,1.0,2.0,,,,,12.0,horsham,3400
667,5.0,4.0,,1.0,1.0,31.0,1.0,5.0,5.0,,1.0,8.0,3.0,34.0,nichols point,3501
668,7.0,,,2.0,1.0,7.0,,3.0,2.0,,13.0,3.0,,5.0,ouyen,3490
669,,,,,,5.0,,,2.0,,1.0,,,2.0,red cliffs,3496
670,,,,,,2.0,,,,,,,,1.0,merbein,3505
671,,,,,2.0,17.0,,3.0,4.0,1.0,,7.0,2.0,11.0,cabarita,3505
672,1.0,3.0,,2.0,,8.0,2.0,,3.0,,,13.0,4.0,5.0,carwarp,3494
673,,,,,,1.0,,,1.0,,,2.0,,5.0,newborough,3825
674,,,,,1.0,5.0,1.0,,1.0,,,,1.0,12.0,trafalgar,3824
675,,,,,,,,,,,,,,,yallourn north,3825
676,,,,,,16.0,,,,,,,,,willow grove,3825
677,1.0,4.0,1.0,7.0,1.0,40.0,3.0,4.0,7.0,,2.0,21.0,5.0,22.0,hernes oak,3825
678,,,,,,5.0,1.0,1.0,1.0,,6.0,4.0,3.0,2.0,yallourn,3825
679,,,,,,1.0,,,,,,,5.0,,morwell,3840
680,3.0,4.0,,9.0,,36.0,4.0,3.0,9.0,,5.0,9.0,5.0,25.0,rosedale,3847
681,,,,,,1.0,,,1.0,,,1.0,1.0,,indented head,3223
682,,,,,,7.0,,,,,1.0,3.0,1.0,6.0,portland,3305
683,,,,,,2.0,,,1.0,,,1.0,,4.0,mortlake,3272
684,,,,,,4.0,,,1.0,,,6.0,1.0,2.0,koroit,3282
685,8.0,3.0,,3.0,,38.0,5.0,1.0,2.0,,,14.0,1.0,7.0,allansford,3277
686,,,,,,1.0,,,1.0,,,,1.0,2.0,dennington,3280
687,,,,,,,,,,,,1.0,,1.0,port fairy,3284
688,,,,,,3.0,1.0,,1.0,,,2.0,2.0,1.0,panmure,3265
689,,,,,,2.0,,,1.0,,,,,2.0,winslow,3281
690,,,,,,,,,,,,,,,seaspray,3851
691,,,,,,,,,1.0,,,,1.0,2.0,longford,3851
692,,,,,,1.0,,,,,,,,1.0,denison,3858
693,14.0,3.0,,1.0,,12.0,2.0,1.0,3.0,,1.0,7.0,6.0,7.0,wurruk,3850
694,,,,,,3.0,,1.0,1.0,,,1.0,1.0,3.0,perry bridge,3862
695,,,,,,,,,,,,,,,maffra,3860
696,1.0,3.0,,1.0,1.0,10.0,,3.0,2.0,,,6.0,8.0,5.0,boisdale,3860
697,8.0,1.0,,3.0,1.0,8.0,1.0,1.0,1.0,,,4.0,2.0,19.0,dutson,3851
698,1.0,1.0,,1.0,,4.0,,1.0,1.0,,,2.0,1.0,2.0,stratford,3862
699,,,,,,,,,,,,,,,heyfield,3858
700,,,,,,,,,,,,,,,avenel,3664
701,,2.0,,,,7.0,,2.0,1.0,,,1.0,,3.0,locksley,3665
702,,,,,,8.0,,1.0,1.0,,,,,5.0,kirwans bridge,3608
703,,,,,,,,,,,,,,,tallarook,3659
704,,,,,,,,,1.0,,,,,1.0,wandong,3758
705,,,,,,1.0,,,1.0,,,,,7.0,arcadia south,3631
706,,,,,,,,,2.0,,,1.0,,2.0,kialla west,3631
707,,1.0,,4.0,,50.0,7.0,7.0,8.0,,,23.0,3.0,24.0,shepparton east,3631
708,,,,,,1.0,,,1.0,,,,,4.0,lemnos,3631
709,,,,,,,,,,,,,,,swan hill,3585
710,,,,,,,,,,,,1.0,,9.0,nyah west,3595
711,,,,,,,1.0,,,,,,1.0,2.0,speewa,3585
712,,1.0,,,1.0,8.0,,,1.0,,,5.0,1.0,11.0,woorinen,3589
713,,,,,,,,,,,3.0,1.0,,4.0,nyah,3594
714,,,,,,,,,1.0,,,,,2.0,lake boga,3584
715,,,,,,,,,,,,,,,berriwillock,3531
716,1.0,,,,,1.0,,,,,,,1.0,1.0,woorinen south,3588
717,,1.0,,,,13.0,,,2.0,,,,,6.0,tresco west,3584
718,,,,,,,,,,,,,,,breamlea,3227
719,1.0,,,,,1.0,,,,,,,,,neerim south,3831
720,,,,,,,,,,,,,,,neerim,3831
721,,,,,,,,,,,,,,,crossover,3821
722,1.0,4.0,,,,15.0,,,1.0,,,3.0,2.0,3.0,strzelecki,3950
723,,,,,,1.0,,,,,,,,,shady creek,3821
724,,,,,,1.0,1.0,,1.0,,,,,2.0,yarragon,3823
725,,,,,,,,,,,,,,,seaview,3821
726,,,,,,,,,,,,1.0,,,jindivick,3818
727,,,,,,,,,1.0,,,,,,piedmont,3833
728,,,,,,5.0,,2.0,3.0,,1.0,5.0,,5.0,buln buln east,3821
729,,,,,,,,,,,,1.0,,1.0,nayook,3832
730,,,,,,,,,,,,,,,terang,3264
731,,,,,,,,,1.0,,,1.0,,5.0,ellerslie,3265
732,,,,,,3.0,,,,,,,,,curdievale,3268
733,,,,,,,,,,,,1.0,,2.0,woolsthorpe,3276
734,,,,,,1.0,,,,,,,,,mepunga,3277
735,,,,,,,,,,,,1.0,,,purnim,3278
736,111.0,13.0,4.0,15.0,2.0,136.0,11.0,15.0,8.0,1.0,,62.0,31.0,119.0,ecklin south,3265
737,,1.0,,,1.0,6.0,,4.0,1.0,,,2.0,1.0,10.0,crossley,3283
738,,,1.0,,1.0,7.0,,3.0,2.0,,,2.0,2.0,11.0,wodonga,3690
739,2.0,,1.0,,1.0,13.0,,,2.0,,,4.0,8.0,13.0,yackandandah,3749
740,18.0,2.0,4.0,5.0,3.0,43.0,1.0,2.0,6.0,2.0,,56.0,18.0,33.0,chiltern,3683
741,2.0,,,,,1.0,,,,,,6.0,2.0,1.0,baranduda,3691
742,,,,,,,,,1.0,,,2.0,,3.0,west wodonga,3690
743,,,1.0,,,4.0,,2.0,1.0,,,2.0,2.0,10.0,killara,3691
744,,1.0,,,,1.0,,2.0,1.0,,,1.0,,3.0,leneva,3691
745,,,,,,,1.0,,,,,,,,tangambalanga,3691
746,,,,,,,,,,,,,,4.0,barnawartha,3688
747,,1.0,,,,14.0,1.0,3.0,2.0,,,7.0,1.0,13.0,tawonga south,3698
748,,,,,,,,,,,,,,,kiewa,3691
749,,1.0,,,,2.0,,,1.0,,,1.0,,1.0,mount beauty,3699
750,,,,,,7.0,,1.0,1.0,,,2.0,,3.0,coral bank,3691
751,,,,,,,,,,,,,,,wandiligong,3744
752,,,,,,4.0,,,,,,,,,tawonga,3697
753,,2.0,,,,5.0,,1.0,2.0,,,2.0,,1.0,woodend north,3442
754,1.0,1.0,,2.0,1.0,6.0,1.0,1.0,2.0,,,5.0,3.0,17.0,smythes creek,3351
755,,3.0,,,,19.0,1.0,1.0,4.0,,,2.0,2.0,10.0,malmsbury,3446
756,,,,,1.0,,,,1.0,,,,4.0,11.0,derrimut,3030
757,11.0,,,,,3.0,,,,,,7.0,2.0,,charlton,3525
758,,2.0,,1.0,1.0,3.0,,1.0,1.0,,,6.0,7.0,12.0,korumburra,3950
759,2.0,1.0,,3.0,,23.0,1.0,3.0,3.0,,1.0,36.0,3.0,19.0,leitchville,3567
760,12.0,1.0,,5.0,1.0,5.0,,2.0,4.0,,,12.0,6.0,20.0,eureka,3350
761,5.0,2.0,,2.0,,21.0,2.0,2.0,3.0,1.0,,10.0,2.0,18.0,ballarat north,3350
762,,,,,,,,,1.0,,,1.0,,2.0,ballarat east,3350
763,2.0,2.0,,,,26.0,,,1.0,1.0,2.0,8.0,3.0,8.0,mount clear,3350
764,,,,,,7.0,1.0,2.0,1.0,,,3.0,1.0,9.0,creswick,3363
765,2.0,,,,,,,,1.0,,1.0,10.0,2.0,9.0,cape clear,3351
766,,,,,,,,,1.0,,,,,,mount helen,3350
767,,,,,,11.0,,,1.0,,,2.0,2.0,7.0,inverleigh,3321
768,,,1.0,,,6.0,1.0,,2.0,,,6.0,,5.0,keilor lodge,3038
769,,,,,,1.0,,,,,,4.0,4.0,,balliang east,3340
770,,,,,,1.0,,,,,,,,,myrniong,3341
771,5.0,4.0,,2.0,1.0,20.0,7.0,4.0,3.0,,1.0,17.0,3.0,46.0,tarneit gardens,3029
772,,1.0,,6.0,,25.0,3.0,3.0,3.0,,1.0,10.0,,52.0,mitchell park,3355
773,,2.0,,1.0,,12.0,1.0,9.0,2.0,,2.0,5.0,1.0,1.0,woodstock,3751
774,2.0,1.0,,,,3.0,,,,,,,,,myrtleford,3737
775,1.0,1.0,,1.0,,10.0,,,1.0,,,,1.0,,maryborough,3465
776,,,,,,,,,,,,,1.0,,soldiers hill,3350
777,1.0,1.0,,,,7.0,,,1.0,,,3.0,1.0,,smiths gully,3760
778,,1.0,,,,1.0,,,1.0,,,1.0,,,kinglake,3763
779,,,,,,,,,,,,1.0,,,arthurs creek,3099
780,,,,,,,,,,,,,,,wattle glen,3096
781,,,,,,,,,,,,,,,panton hill,3759
782,1.0,,,,,5.0,,,1.0,,,,1.0,5.0,cottles bridge,3099
783,,,,,,,,,,,,,,,upper plenty,3756
784,,,,,,4.0,,,,,,2.0,2.0,,eden park,3757
785,,,,,,2.0,,,,,,,,,flowerdale,3658
786,3.0,1.0,,,,13.0,1.0,,1.0,,,3.0,,,gruyere,3770
787,,,,,1.0,8.0,,,3.0,,,,,8.0,dewhurst,3808
788,1.0,,,,,1.0,,,1.0,,,,1.0,15.0,coronet bay,3984
789,5.0,,,,,2.0,,,1.0,,,4.0,1.0,3.0,sunderland bay,3922
790,,1.0,,,2.0,3.0,3.0,1.0,1.0,,,4.0,,5.0,ventnor,3922
791,,,,,,12.0,,,,,,,,,nar nar goon,3812
792,10.0,3.0,,,,15.0,1.0,,1.0,,,2.0,2.0,3.0,glengarry,3854
793,9.0,5.0,,4.0,1.0,43.0,10.0,1.0,1.0,,,5.0,2.0,11.0,harkaway,3806
794,,,,,,1.0,,,,,,,,,beaconsfield upper,3808
795,,,,,,,,,,,,,,,connewarre,3227
796,,,,,,,,,,,,,,,aireys inlet,3231
797,,,,,,,,,,,,,,,lorne,3232
798,6.0,7.0,,2.0,,24.0,,,2.0,,1.0,8.0,3.0,20.0,fairhaven,3231
799,1.0,1.0,,3.0,,23.0,,3.0,1.0,,,7.0,6.0,15.0,benwerrin,3235
800,,,,,,6.0,,,1.0,,,21.0,4.0,3.0,gherang,3240
801,,1.0,,2.0,,6.0,,2.0,1.0,,,3.0,1.0,12.0,gnarwarre,3221
802,,,,,,3.0,1.0,,,,,,,12.0,beaufort,3373
803,,1.0,,1.0,,1.0,2.0,3.0,1.0,,,2.0,,10.0,redan,3350
804,,1.0,,,,4.0,,,1.0,,,2.0,,1.0,brown hill,3350
805,,,,,,,,,,,,,1.0,3.0,wedderburn,3518
806,1.0,3.0,,2.0,,15.0,4.0,2.0,4.0,,,2.0,2.0,14.0,west bendigo,3550
807,3.0,,,,,1.0,,,1.0,,,1.0,,,dunolly,3472
808,,1.0,,,,16.0,1.0,3.0,1.0,,1.0,4.0,2.0,6.0,boort,3537
809,,,,,,,,,,,,,,,lockwood south,3551
810,2.0,,,1.0,,1.0,,,,,,1.0,,,orbost,3888
811,,,,,,5.0,,,1.0,,,3.0,1.0,5.0,newmerella,3886
812,3.0,,,,1.0,2.0,,,,,,2.0,,2.0,lucknow,3875
813,,2.0,,,,9.0,2.0,1.0,1.0,,,2.0,1.0,2.0,bengworden,3875
814,,1.0,,,,1.0,,,,,,,,,johnsonville,3902
815,3.0,,,,,,,,,,,,,,wy yung,3875
816,,,,,,,,,,,,,,,east bairnsdale,3875
817,,,,,,,,,,,,,,,cann river,3890
818,,,,,,,,,,,,,,,iguana creek,3875
819,,,,,,5.0,,,1.0,,,1.0,,1.0,corringle,3888
820,,,,,,,,,1.0,,,,,,bete bolong,3888
821,,,,,,,,,1.0,,,,,,ellaswood,3875
822,1.0,,,,,3.0,1.0,,1.0,,,1.0,1.0,,woodglen,3875
823,,,,,,,,,,,,,,,eagle point,3878
824,,,,,,,,,,,,1.0,,,nungurner,3909
825,1.0,2.0,,1.0,,6.0,,,1.0,,,,,2.0,tambo upper,3885
826,3.0,3.0,,,,9.0,,2.0,1.0,,,4.0,3.0,7.0,nicholson,3882
827,,2.0,,,,3.0,1.0,,1.0,,,2.0,1.0,4.0,simpsons creek,3888
828,,3.0,,1.0,,5.0,,1.0,1.0,,,4.0,,3.0,calulu,3875
829,,,,,,,,,,,,2.0,,,buchan,3885
830,,,,,,2.0,,,,,,,,,omeo,3898
831,,,,,,,,,,,,,,,lindenow,3865
832,,,,,,,,,,,,,,,bruthen,3885
833,4.0,,,,,8.0,,,,,,,1.0,,sarsfield,3875
834,,,,,,2.0,,,,,,1.0,1.0,,forge creek,3875
835,,,,,,,,,,,,,,,flaggy creek,3875
836,,,,,,,,,,,,,,,hillside,3875
837,2.0,,,3.0,,22.0,2.0,3.0,6.0,,,18.0,2.0,22.0,ensay,3895
838,,,,,,,,1.0,1.0,,2.0,2.0,,6.0,raymond island,3880
839,,1.0,,,,3.0,,1.0,,,,,,,newlands arm,3875
840,,,,,,,,,,,,,,,warrenbayne,3670
841,,,,,1.0,4.0,,1.0,1.0,,,,,2.0,cosgrove south,3631
842,4.0,5.0,,,,23.0,2.0,3.0,4.0,,1.0,7.0,2.0,4.0,yarrawonga,3730
843,,1.0,,,,,,,,,,,,1.0,tungamah,3728
844,,,,,,,,,,,,,,,bundalong,3730
845,,,,,,,,,1.0,,,1.0,,,yarrawonga south,3730
846,,,,,,,,,,,,,,,hepburn,3461
847,,1.0,,,,4.0,2.0,,,,,,1.0,1.0,daylesford,3460
848,,,,,,1.0,,,,,,,,,glenlyon,3461
849,,,,,,4.0,,,,,,1.0,1.0,,wheatsheaf,3461
850,,3.0,,1.0,,4.0,2.0,3.0,1.0,,,7.0,1.0,,yandoit,3461
851,,,,,,,,,,,,,,,porcupine ridge,3461
852,,,,,,1.0,,1.0,,,,,,1.0,hepburn springs,3461
853,,,,,,,,,,,,1.0,,1.0,sailors falls,3461
854,,,,,,1.0,,,,,,,,,lyonville,3461
855,4.0,3.0,,1.0,1.0,4.0,,2.0,1.0,,,6.0,2.0,10.0,trentham,3458
856,,,,,,2.0,,,,,,,,,denver,3461
857,,,,,,,,,,,,,,,blampied,3364
858,,,,,,1.0,,,,,,,,,smeaton,3364
859,,,,,,,,,,,,,,,trentham east,3458
860,,,,,,2.0,,,,,,,,,clunes,3370
861,,,,,,,,,,,,,,,musk,3461
862,,,,,,,,,,,,,,,mollongghip,3352
863,,,,,,5.0,,,3.0,,,3.0,,10.0,leonards hill,3461
864,,,,,,,,,,,,,,,victoria valley,3294
865,,,,,,,,,,,,,,,bochara,3301
866,,,,,,3.0,,,1.0,,,,1.0,3.0,yulecart,3301
867,,,,,,,,,,,,,,1.0,mooralla,3314
868,,,,,,,,,,,,,,,casterton,3311
869,,,,,,,,,,,,,,,konongwootong,3315
870,2.0,,,,,1.0,,,,,,,,,milltown,3304
871,,,,,,2.0,,,,,,,,1.0,narrawong,3285
872,,,,,,1.0,,1.0,1.0,,,1.0,,6.0,bessiebelle,3304
873,,,,,,,,,1.0,,,,,,carapook,3312
874,,,,,,4.0,,5.0,4.0,,,2.0,,2.0,wallacedale,3303
875,,,,1.0,,,,,1.0,,,1.0,,1.0,bornes hill,3379
876,,,,,,,,,,,,,,,wannon,3301
877,,,,,,1.0,,,1.0,,,1.0,,12.0,hawkesdale,3287
878,,,,,,6.0,,,,,19.0,1.0,,1.0,haven,3401
879,,1.0,,,,1.0,,3.0,1.0,,,3.0,1.0,11.0,murtoa,3390
880,,,,,,,,,1.0,,,,,,cardross,3496
881,,,,,,,,,,,,1.0,,2.0,colignan,3494
882,,,,,,6.0,,,,,,2.0,1.0,,underbool,3509
883,,,,,,14.0,,,2.0,,,1.0,1.0,6.0,merbein south,3505
884,,1.0,,,,12.0,,,,,,,,,boolarra,3870
885,,,,,,,,,,,,1.0,,1.0,portland north,3305
886,,,,,,,,,,,,,,,drumborg,3304
887,,,,,,1.0,,,,,,,,,nelson,3292
888,,,,,,,,,,,,,,,heywood,3304
889,,,,,,,,,,,,2.0,,,cape bridgewater,3305
890,,1.0,,,,7.0,,,,,,,,,gorae west,3305
891,,,,,,,,,,,,1.0,,3.0,gorae,3305
892,,2.0,,,,6.0,,1.0,2.0,,,8.0,,5.0,mumbannar,3304
893,,,,,,1.0,,,,,,,,,allestree,3305
894,,,,,,3.0,,,1.0,,,,1.0,2.0,mount richmond,3305
895,,,,,,,,,,,,,,,portland west,3305
896,,,,1.0,,3.0,,,1.0,,,2.0,,10.0,heathmere,3305
897,,,,,,1.0,,,,,,1.0,,,rushworth,3612
898,,,,,,,,,1.0,,,,,,whiteheads creek,3660
899,,,,,,1.0,,1.0,1.0,,,,,1.0,longwood,3665
900,,,,,,1.0,,,1.0,,,,,1.0,miepoll,3666
901,,,,,,,,,1.0,,,,,4.0,murchison,3610
902,,,,,,3.0,,,,,,,,,clonbinane,3658
903,,,,,1.0,3.0,,7.0,3.0,,,4.0,1.0,7.0,tarcombe,3666
904,,,,,,,,,,,,,,,pyalong,3521
905,,,,,,21.0,1.0,,1.0,,,3.0,1.0,10.0,darraweit guim,3756
906,,3.0,,8.0,,,,,,,,,,,congupna,3633
907,,,,,,,,,,,,,,,pine lodge,3631
908,,,,,,1.0,,,,,,1.0,,1.0,numurkah,3636
909,,,,,,,,,,,,1.0,,,murchison north,3610
910,,,,,,1.0,,,,,,,,1.0,bellbrae,3228
911,11.0,1.0,,2.0,,11.0,1.0,3.0,4.0,,1.0,10.0,1.0,15.0,southern cross,3283
912,,,,,,,,,,,,,,,hexham,3273
913,,,,,,,,,,,,,,,yambuk,3285
914,,1.0,,,,2.0,,,2.0,,,,1.0,10.0,illowa,3282
915,,,,,1.0,6.0,,1.0,1.0,,,1.0,1.0,3.0,garvoc,3265
916,,,,,,2.0,,,,,1.0,1.0,,1.0,camperdown,3260
917,,,,,,,,,,,,,,,naringal,3277
918,,,,,,,,,,,,,,,yangery,3283
919,,3.0,,1.0,,4.0,,1.0,3.0,,,5.0,1.0,8.0,hopetoun,3396
920,,1.0,,,,1.0,,2.0,1.0,,,,,3.0,rupanyup,3388
921,,,,,,,,,,,,,,1.0,grassmere,3281
922,1.0,6.0,,,1.0,31.0,4.0,3.0,4.0,,2.0,10.0,2.0,18.0,willatook,3283
923,,,,,,,,,,,,,,,toolong,3285
